labels	start	stop
noEnergy	0.0	0.26
noise	0.26	12.88
noEnergy	12.88	15.92
noise	15.92	17.02
noEnergy	17.02	17.7
noise	17.7	18.46
noEnergy	18.46	19.080000000000002
noise	19.080000000000002	30.04
speech	30.04	41.1
noEnergy	41.1	41.86
speech	41.86	45.26
noEnergy	45.26	46.04
speech	46.04	47.660000000000004
noEnergy	47.660000000000004	48.06
speech	48.06	77.62
noise	77.62	85.66
noEnergy	85.66	87.44
speech	87.44	90.0
noEnergy	90.0	93.5
speech	93.5	97.08
noEnergy	97.08	97.78
noise	97.78	144.62
noEnergy	144.62	145.56
speech	145.56	151.20000000000002
noEnergy	151.20000000000002	152.02
noise	152.02	160.1
noEnergy	160.1	160.6
noise	160.6	167.38
noEnergy	167.38	168.08
noise	168.08	175.54
speech	175.54	183.9
noEnergy	183.9	184.66
speech	184.66	186.06
noEnergy	186.06	189.34
speech	189.34	191.14000000000001
noEnergy	191.14000000000001	191.92000000000002
speech	191.92000000000002	192.56
noEnergy	192.56	193.4
noise	193.4	206.4
noEnergy	206.4	207.72
speech	207.72	208.12
noEnergy	208.12	209.8
noise	209.8	229.58
noEnergy	229.58	230.22
speech	230.22	233.34
noEnergy	233.34	234.76
noise	234.76	257.4
noEnergy	257.4	257.88
noise	257.88	267.6
noEnergy	267.6	268.56
speech	268.56	270.04
noEnergy	270.04	271.64
noise	271.64	273.06
noEnergy	273.06	273.88
noise	273.88	276.94
noEnergy	276.94	278.2
noise	278.2	284.22
noEnergy	284.22	286.18
speech	286.18	291.3
noise	291.3	294.16
speech	294.16	299.38
noEnergy	299.38	300.24
speech	300.24	312.74
noEnergy	312.74	314.32
noise	314.32	319.98
noEnergy	319.98	320.48
speech	320.48	351.48
noise	351.48	358.34000000000003
speech	358.34000000000003	362.92
noise	362.92	370.2
speech	370.2	373.8
noEnergy	373.8	375.8
speech	375.8	388.40000000000003
noEnergy	388.40000000000003	388.96000000000004
speech	388.96000000000004	403.04
noEnergy	403.04	403.44
noise	403.44	405.38
noEnergy	405.38	407.8
speech	407.8	413.62
noise	413.62	427.1
noEnergy	427.1	428.46000000000004
speech	428.46000000000004	431.36
noise	431.36	433.82
noEnergy	433.82	436.5
noise	436.5	441.28000000000003
speech	441.28000000000003	443.72
noise	443.72	448.82
noEnergy	448.82	449.42
speech	449.42	458.6
noEnergy	458.6	460.40000000000003
speech	460.40000000000003	460.66
noEnergy	460.66	461.1
speech	461.1	465.46000000000004
noise	465.46000000000004	478.04
speech	478.04	480.2
noise	480.2	487.22
speech	487.22	491.8
noise	491.8	498.34000000000003
noEnergy	498.34000000000003	499.22
speech	499.22	503.12
noEnergy	503.12	506.64
speech	506.64	524.94
noise	524.94	536.86
speech	536.86	539.6
noise	539.6	547.1
speech	547.1	552.3000000000001
noise	552.3000000000001	597.24
speech	597.24	607.6800000000001
noise	607.6800000000001	613.62
noEnergy	613.62	614.2
speech	614.2	618.4
noEnergy	618.4	619.36
speech	619.36	619.86
noEnergy	619.86	620.78
speech	620.78	621.14
noEnergy	621.14	622.32
noise	622.32	670.64
speech	670.64	679.02
noEnergy	679.02	681.04
noise	681.04	682.32
noEnergy	682.32	682.92
noise	682.92	684.32
noEnergy	684.32	685.08
speech	685.08	687.36
noEnergy	687.36	688.76
noise	688.76	690.7
noEnergy	690.7	692.7
noise	692.7	695.12
speech	695.12	696.22
noise	696.22	701.76
