labels	start	stop
noEnergy	0.0	8.46
speech	8.46	15.94
noEnergy	15.94	19.94
speech	19.94	21.02
noEnergy	21.02	31.76
speech	31.76	33.42
noEnergy	33.42	35.160000000000004
speech	35.160000000000004	35.9
noEnergy	35.9	38.96
speech	38.96	46.74
noEnergy	46.74	51.2
speech	51.2	54.7
noEnergy	54.7	57.86
speech	57.86	59.34
noEnergy	59.34	70.42
speech	70.42	71.56
noEnergy	71.56	110.32000000000001
noise	110.32000000000001	111.60000000000001
noEnergy	111.60000000000001	118.62
speech	118.62	118.92
noEnergy	118.92	149.92000000000002
speech	149.92000000000002	151.28
noEnergy	151.28	183.46
noise	183.46	184.70000000000002
noEnergy	184.70000000000002	196.14000000000001
noise	196.14000000000001	196.52
noEnergy	196.52	208.96
speech	208.96	211.6
noEnergy	211.6	217.02
noise	217.02	218.48000000000002
noEnergy	218.48000000000002	219.04
noise	219.04	219.86
noEnergy	219.86	220.68
music	220.68	221.72
noEnergy	221.72	248.26000000000002
noise	248.26000000000002	249.72
noEnergy	249.72	251.44
noise	251.44	252.42000000000002
noEnergy	252.42000000000002	262.96
speech	262.96	267.02
noEnergy	267.02	282.28000000000003
speech	282.28000000000003	285.38
noEnergy	285.38	295.26
speech	295.26	296.76
noise	296.76	298.32
noEnergy	298.32	311.74
noise	311.74	313.14
noEnergy	313.14	319.26
noise	319.26	321.1
noEnergy	321.1	330.16
speech	330.16	333.62
noEnergy	333.62	338.0
speech	338.0	339.92
noEnergy	339.92	357.78000000000003
speech	357.78000000000003	359.64
noEnergy	359.64	362.38
noise	362.38	363.3
noEnergy	363.3	368.24
noise	368.24	371.92
noEnergy	371.92	435.02
noise	435.02	435.84000000000003
noEnergy	435.84000000000003	439.06
