labels	start	stop
speech	0.0	6.24
noise	6.24	9.9
speech	9.9	11.26
noise	11.26	17.98
speech	17.98	36.800000000000004
noise	36.800000000000004	39.22
speech	39.22	44.04
noise	44.04	49.06
speech	49.06	88.7
noEnergy	88.7	89.84
speech	89.84	117.08
noise	117.08	131.2
speech	131.2	135.98
noise	135.98	139.42000000000002
speech	139.42000000000002	152.9
noise	152.9	155.92000000000002
speech	155.92000000000002	172.38
noise	172.38	190.68
speech	190.68	193.82
noise	193.82	220.98000000000002
speech	220.98000000000002	238.9
noise	238.9	258.12
speech	258.12	262.64
noise	262.64	266.82
speech	266.82	294.46
noise	294.46	297.18
speech	297.18	305.0
noise	305.0	307.48
speech	307.48	311.5
noise	311.5	316.2
speech	316.2	334.88
noise	334.88	339.78000000000003
speech	339.78000000000003	345.66
noise	345.66	384.82
speech	384.82	386.52
noise	386.52	390.84000000000003
speech	390.84000000000003	393.34000000000003
noise	393.34000000000003	406.06
speech	406.06	425.66
noise	425.66	429.2
speech	429.2	430.12
noise	430.12	433.3
speech	433.3	438.14
noise	438.14	455.40000000000003
speech	455.40000000000003	467.5
noise	467.5	469.76
speech	469.76	472.6
noise	472.6	475.82
speech	475.82	477.2
noise	477.2	480.32
speech	480.32	483.2
noise	483.2	493.84000000000003
speech	493.84000000000003	502.5
noise	502.5	505.96000000000004
speech	505.96000000000004	507.6
noise	507.6	514.36
speech	514.36	516.84
noise	516.84	535.84
speech	535.84	538.14
noise	538.14	552.5600000000001
speech	552.5600000000001	555.4
noise	555.4	560.52
speech	560.52	564.44
noise	564.44	569.32
speech	569.32	572.24
noise	572.24	577.16
speech	577.16	594.34
noise	594.34	608.44
speech	608.44	610.04
noise	610.04	664.84
speech	664.84	672.32
noise	672.32	677.76
speech	677.76	681.08
noise	681.08	689.22
speech	689.22	690.62
noise	690.62	695.04
speech	695.04	698.4
noise	698.4	722.3000000000001
speech	722.3000000000001	759.34
noEnergy	759.34	760.02
speech	760.02	767.86
noEnergy	767.86	768.5
speech	768.5	774.22
noEnergy	774.22	775.02
speech	775.02	779.74
noEnergy	779.74	781.0600000000001
noise	781.0600000000001	782.2
noEnergy	782.2	786.2
speech	786.2	788.04
noEnergy	788.04	799.24
speech	799.24	800.26
noEnergy	800.26	804.34
noise	804.34	805.1800000000001
noEnergy	805.1800000000001	815.26
noise	815.26	823.62
noEnergy	823.62	824.14
noise	824.14	825.04
noEnergy	825.04	827.5600000000001
noise	827.5600000000001	828.9200000000001
noEnergy	828.9200000000001	835.86
speech	835.86	838.98
noise	838.98	842.4200000000001
noEnergy	842.4200000000001	843.28
noise	843.28	844.6800000000001
noEnergy	844.6800000000001	845.9200000000001
noise	845.9200000000001	847.64
noEnergy	847.64	852.1800000000001
noise	852.1800000000001	852.9200000000001
noEnergy	852.9200000000001	864.22
speech	864.22	875.0
noise	875.0	880.08
speech	880.08	887.6
noise	887.6	891.6
speech	891.6	894.74
noEnergy	894.74	895.0600000000001
