labels	start	stop
speech	0.0	28.7
noise	28.7	34.32
speech	34.32	46.300000000000004
noise	46.300000000000004	49.300000000000004
speech	49.300000000000004	60.84
noise	60.84	70.22
speech	70.22	79.66
noise	79.66	103.5
speech	103.5	113.7
noise	113.7	119.2
speech	119.2	120.88
noise	120.88	130.56
speech	130.56	132.2
noise	132.2	135.1
speech	135.1	143.0
noise	143.0	149.44
speech	149.44	150.8
noise	150.8	155.62
speech	155.62	172.74
noise	172.74	177.34
speech	177.34	194.3
noise	194.3	195.88
speech	195.88	204.64000000000001
noise	204.64000000000001	210.6
speech	210.6	212.4
noise	212.4	215.0
speech	215.0	237.78
noise	237.78	239.70000000000002
speech	239.70000000000002	257.52
noise	257.52	261.66
speech	261.66	272.96
noise	272.96	275.88
speech	275.88	294.96
noise	294.96	296.28000000000003
speech	296.28000000000003	299.96
noise	299.96	315.0
speech	315.0	316.96
noise	316.96	331.32
speech	331.32	332.7
noise	332.7	334.98
speech	334.98	342.38
noise	342.38	363.48
speech	363.48	375.36
noise	375.36	378.58
speech	378.58	381.7
noise	381.7	387.18
speech	387.18	390.90000000000003
noise	390.90000000000003	398.40000000000003
speech	398.40000000000003	406.3
noise	406.3	424.38
speech	424.38	455.06
noise	455.06	457.92
speech	457.92	460.66
noise	460.66	473.62
speech	473.62	516.22
noise	516.22	544.26
speech	544.26	570.02
noise	570.02	573.86
speech	573.86	595.6800000000001
noise	595.6800000000001	598.0
speech	598.0	667.76
noise	667.76	670.1800000000001
speech	670.1800000000001	710.08
noise	710.08	714.26
speech	714.26	752.08
noise	752.08	758.38
speech	758.38	762.1
noise	762.1	765.1800000000001
speech	765.1800000000001	776.9200000000001
noise	776.9200000000001	786.46
speech	786.46	789.16
noise	789.16	796.72
speech	796.72	797.62
noise	797.62	806.74
speech	806.74	810.44
noise	810.44	816.38
speech	816.38	862.4200000000001
noise	862.4200000000001	870.28
speech	870.28	905.6
noise	905.6	908.12
speech	908.12	915.02
noise	915.02	924.8000000000001
speech	924.8000000000001	959.5600000000001
noise	959.5600000000001	961.96
speech	961.96	963.26
noise	963.26	964.98
speech	964.98	971.52
noise	971.52	973.78
speech	973.78	985.96
noise	985.96	987.66
speech	987.66	1004.74
noise	1004.74	1013.6
speech	1013.6	1036.28
noise	1036.28	1039.08
speech	1039.08	1056.24
noise	1056.24	1060.1
speech	1060.1	1098.8
noise	1098.8	1104.4
speech	1104.4	1112.52
noise	1112.52	1113.92
speech	1113.92	1115.44
noise	1115.44	1117.2
speech	1117.2	1132.66
noise	1132.66	1143.74
speech	1143.74	1148.08
noise	1148.08	1150.78
speech	1150.78	1154.1200000000001
noise	1154.1200000000001	1158.24
speech	1158.24	1182.22
noise	1182.22	1184.56
speech	1184.56	1197.6000000000001
noise	1197.6000000000001	1199.6000000000001
speech	1199.6000000000001	1202.1200000000001
noise	1202.1200000000001	1206.8600000000001
speech	1206.8600000000001	1213.98
noise	1213.98	1228.3
speech	1228.3	1258.52
noise	1258.52	1261.54
speech	1261.54	1285.48
noise	1285.48	1311.82
speech	1311.82	1323.02
noise	1323.02	1325.58
speech	1325.58	1349.38
noise	1349.38	1357.02
speech	1357.02	1359.92
noise	1359.92	1366.24
speech	1366.24	1368.92
noise	1368.92	1371.98
speech	1371.98	1376.66
