labels	start	stop
noise	0.0	7.78
speech	7.78	8.94
noise	8.94	47.2
speech	47.2	50.52
noise	50.52	68.78
speech	68.78	76.2
noise	76.2	140.04
speech	140.04	141.52
noise	141.52	153.02
speech	153.02	169.68
noise	169.68	177.46
speech	177.46	179.3
noise	179.3	187.6
speech	187.6	190.04
noise	190.04	199.4
speech	199.4	224.52
noise	224.52	255.62
speech	255.62	258.92
noise	258.92	274.38
speech	274.38	277.66
noise	277.66	282.22
speech	282.22	286.14
noise	286.14	294.96
speech	294.96	297.6
noise	297.6	302.24
speech	302.24	307.1
noise	307.1	309.16
speech	309.16	316.2
noise	316.2	319.6
speech	319.6	322.88
noise	322.88	335.66
speech	335.66	338.44
noise	338.44	345.36
speech	345.36	353.06
noise	353.06	360.78000000000003
speech	360.78000000000003	363.64
noise	363.64	365.68
speech	365.68	367.92
noise	367.92	374.1
speech	374.1	382.82
noise	382.82	388.0
speech	388.0	389.66
noise	389.66	395.34000000000003
speech	395.34000000000003	405.82
noise	405.82	409.0
speech	409.0	411.6
noise	411.6	416.02
speech	416.02	421.40000000000003
noise	421.40000000000003	436.8
speech	436.8	439.68
noise	439.68	446.24
speech	446.24	448.38
noise	448.38	451.0
speech	451.0	455.02
noise	455.02	458.42
speech	458.42	460.66
noise	460.66	477.24
speech	477.24	479.44
noise	479.44	495.06
speech	495.06	496.5
noise	496.5	504.26
speech	504.26	506.86
noise	506.86	550.6800000000001
speech	550.6800000000001	552.54
noise	552.54	565.04
speech	565.04	569.48
noise	569.48	574.0
speech	574.0	576.1800000000001
noise	576.1800000000001	581.32
speech	581.32	582.62
noise	582.62	618.04
speech	618.04	619.0600000000001
noise	619.0600000000001	625.88
speech	625.88	627.02
noise	627.02	632.72
speech	632.72	634.38
noise	634.38	638.6800000000001
speech	638.6800000000001	640.42
noise	640.42	662.16
speech	662.16	665.92
noise	665.92	670.58
speech	670.58	671.96
noise	671.96	676.78
speech	676.78	681.48
noise	681.48	689.44
speech	689.44	705.86
noise	705.86	709.34
speech	709.34	716.82
noise	716.82	723.84
speech	723.84	725.66
noise	725.66	732.5600000000001
speech	732.5600000000001	734.38
noise	734.38	738.58
speech	738.58	742.34
noise	742.34	747.5600000000001
speech	747.5600000000001	750.6800000000001
noise	750.6800000000001	756.1
speech	756.1	761.7
noise	761.7	766.82
speech	766.82	773.28
noise	773.28	779.64
speech	779.64	784.8000000000001
noise	784.8000000000001	788.7
speech	788.7	794.6
noise	794.6	801.04
speech	801.04	805.16
noise	805.16	809.34
speech	809.34	814.88
noise	814.88	818.84
speech	818.84	826.9200000000001
noise	826.9200000000001	833.44
speech	833.44	835.54
noise	835.54	842.2
speech	842.2	850.26
noise	850.26	861.5600000000001
speech	861.5600000000001	863.52
noise	863.52	870.28
speech	870.28	873.28
noise	873.28	879.24
speech	879.24	880.44
noise	880.44	883.8000000000001
speech	883.8000000000001	886.82
noise	886.82	895.0600000000001
