labels	start	stop
noise	0.0	2.92
speech	2.92	5.34
noise	5.34	11.26
speech	11.26	18.26
noise	18.26	40.62
speech	40.62	47.38
noise	47.38	63.42
speech	63.42	88.4
noise	88.4	104.74000000000001
speech	104.74000000000001	106.78
noise	106.78	116.08
speech	116.08	117.36
noise	117.36	121.06
speech	121.06	152.82
noise	152.82	234.28
speech	234.28	235.52
noise	235.52	237.88
speech	237.88	242.92000000000002
noise	242.92000000000002	280.78000000000003
speech	280.78000000000003	282.24
noise	282.24	328.1
speech	328.1	341.92
noise	341.92	346.2
speech	346.2	347.22
noise	347.22	355.04
speech	355.04	356.36
noise	356.36	358.02
speech	358.02	359.18
noise	359.18	364.1
speech	364.1	365.16
noise	365.16	385.34000000000003
speech	385.34000000000003	482.14
noise	482.14	525.8
speech	525.8	526.86
noise	526.86	530.7
speech	530.7	553.6800000000001
noise	553.6800000000001	573.44
speech	573.44	577.22
noise	577.22	587.22
speech	587.22	588.54
noise	588.54	601.36
speech	601.36	602.5
noise	602.5	609.14
speech	609.14	620.5600000000001
noise	620.5600000000001	631.0
speech	631.0	638.54
noise	638.54	651.98
speech	651.98	653.5
noise	653.5	662.1800000000001
speech	662.1800000000001	663.48
noise	663.48	672.08
speech	672.08	687.76
noise	687.76	741.64
speech	741.64	779.4
noise	779.4	819.84
speech	819.84	865.34
noise	865.34	867.52
speech	867.52	885.1800000000001
noise	885.1800000000001	888.36
speech	888.36	890.22
noise	890.22	893.6
speech	893.6	901.78
noise	901.78	908.84
speech	908.84	913.98
music	913.98	919.94
